query_export_key	query_node_id	query_feature_id	query_featurelist_feature_id	query_scans	query_label	query_raw_name	hit_rank	hit_spectral_score	hit_matches	hit_precursor_mz	hit_raw_name	hit_CHARGE	hit_COLLISION_ENERGY	hit_FEATURELIST_FEATURE_ID	hit_FEATURE_ID	hit_FEATURE_MS1_HEIGHT	hit_FILENAME	hit_FRAGMENTATION_METHOD	hit_IONMODE	hit_ISOLATION_WINDOW	hit_MERGED_ACROSS_N_SAMPLES	hit_MSLEVEL	hit_NUM PEAKS	hit_PEPMASS	hit_RTINSECONDS	hit_SCANS	hit_SOURCE_SCAN_USI	hit_SPECTYPE
1582	1581	1582	Aligned feature list peak gap-filled:1582	1582	n1582	1582	1	1.00000000	28	685.436630	1582	1	[30.0]	Aligned feature list peak gap-filled:1582	1582	6.448E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	28	685.43663	655.16	1582	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:7784"]	SINGLE_SCAN
1583	1582	1583	Aligned feature list peak gap-filled:1583	1583	n1583	1583	1	1.00000000	30	1370.961160	1583	1	[30.0]	Aligned feature list peak gap-filled:1583	1583	2.257E7	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	30	1370.96116	655.16	1583	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7570"]	SINGLE_SCAN
1584	1583	1584	Aligned feature list peak gap-filled:1584	1584	n1584	1584	1	1.00000000	48	1326.906340	1584	1	[30.0]	Aligned feature list peak gap-filled:1584	1584	7.3E6	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	48	1326.90634	655.07	1584	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:7734"]	SINGLE_SCAN
1585	1584	1585	Aligned feature list peak gap-filled:1585	1585	n1585	1585	1	1.00000000	40	1343.932960	1585	1	[30.0]	Aligned feature list peak gap-filled:1585	1585	4.576E7	20260209_CVOL_mapp_02_24_bl.mzML	HCD	POSITIVE	2.0	1	2	40	1343.93296	655.16	1585	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_bl:7530"]	SINGLE_SCAN
1586	1585	1586	Aligned feature list peak gap-filled:1586	1586	n1586	1586	1	1.00000000	36	736.544000	1586	1	[30.0]	Aligned feature list peak gap-filled:1586	1586	1.424E7	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	36	736.544	655.26	1586	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7566"]	SINGLE_SCAN
1587	1586	1587	Aligned feature list peak gap-filled:1587	1587	n1587	1587	1	1.00000000	60	694.496280	1587	1	[30.0]	Aligned feature list peak gap-filled:1587	1587	5.401E6	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	60	694.49628	655.35	1587	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7560"]	SINGLE_SCAN
1588	1587	1588	Aligned feature list peak gap-filled:1588	1588	n1588	1588	1	1.00000000	20	124.087300	1588	1	[30.0]	Aligned feature list peak gap-filled:1588	1588	4.467E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	20	124.0873	656.53	1588	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:7785"]	SINGLE_SCAN
1588	1587	1588	Aligned feature list peak gap-filled:1588	1588	n1588	1588	2	0.99932524	9	124.087390	1653	1	[30.0]	Aligned feature list peak gap-filled:1653	1653	5.957E7	20260209_CVOL_mapp_02_24_bl.mzML	HCD	POSITIVE	2.0	1	2	20	124.08739	681.03	1653	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_bl:7814"]	SINGLE_SCAN
1588	1587	1588	Aligned feature list peak gap-filled:1588	1588	n1588	1588	3	0.99912529	10	124.087290	1731	1	[30.0]	Aligned feature list peak gap-filled:1731	1731	7.744E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	28	124.08729	714.93	1731	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:8444"]	SINGLE_SCAN
1588	1587	1588	Aligned feature list peak gap-filled:1588	1588	n1588	1588	4	0.99898256	10	124.087760	1493	1	[30.0]	Aligned feature list peak gap-filled:1493	1493	1.436E7	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	26	124.08776	636.44	1493	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7348"]	SINGLE_SCAN
1588	1587	1588	Aligned feature list peak gap-filled:1588	1588	n1588	1588	5	0.99755767	10	124.085990	1485		[30.0]	Aligned feature list peak gap-filled:1485	1485	4.856E6	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	31	124.08599	623.23	1485	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:7396"]	SINGLE_SCAN
1588	1587	1588	Aligned feature list peak gap-filled:1588	1588	n1588	1588	6	0.99389822	10	124.087410	1514	1	[30.0]	Aligned feature list peak gap-filled:1514	1514	2.241E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	30	124.08741	644.02	1514	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:7706"]	SINGLE_SCAN
1588	1587	1588	Aligned feature list peak gap-filled:1588	1588	n1588	1588	7	0.98521695	10	124.088120	1487	1	[30.0]	Aligned feature list peak gap-filled:1487	1487	7.414E6	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	27	124.08812	626.17	1487	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:7496"]	SINGLE_SCAN
1589	1588	1589	Aligned feature list peak gap-filled:1589	1589	n1589	1589	1	1.00000000	26	149.082570	1589	1	[30.0]	Aligned feature list peak gap-filled:1589	1589	6.668E6	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	26	149.08257	659.07	1589	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:7714"]	SINGLE_SCAN
1589	1588	1589	Aligned feature list peak gap-filled:1589	1589	n1589	1589	2	0.98431952	15	149.082670	1529		[30.0]	Aligned feature list peak gap-filled:1529	1529	3.997E6	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	31	149.08267	647.32	1529	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7427"]	SINGLE_SCAN
1589	1588	1589	Aligned feature list peak gap-filled:1589	1589	n1589	1589	3	0.97779947	14	149.082640	1638	1	[30.0]	Aligned feature list peak gap-filled:1638	1638	9.556E6	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	33	149.08264	677.96	1638	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7768"]	SINGLE_SCAN
1589	1588	1589	Aligned feature list peak gap-filled:1589	1589	n1589	1589	4	0.97461363	12	149.082530	1728	1	[30.0]	Aligned feature list peak gap-filled:1728	1728	1.354E7	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	25	149.08253	714.55	1728	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:8469"]	SINGLE_SCAN
1590	1589	1590	Aligned feature list peak gap-filled:1590	1590	n1590	1590	1	1.00000000	51	493.379800	1590	1	[30.0]	Aligned feature list peak gap-filled:1590	1590	1.117E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	51	493.3798	655.62	1590	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:7794"]	SINGLE_SCAN
1591	1590	1591	Aligned feature list peak gap-filled:1591	1591	n1591	1591	1	1.00000000	36	140.082140	1591	1	[30.0]	Aligned feature list peak gap-filled:1591	1591	6.69E6	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	36	140.08214	656.27	1591	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:7806"]	SINGLE_SCAN
1591	1590	1591	Aligned feature list peak gap-filled:1591	1591	n1591	1591	2	0.97356766	17	140.082230	1646	1	[30.0]	Aligned feature list peak gap-filled:1646	1646	6.805E6	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	30	140.08223	677.27	1646	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7829"]	SINGLE_SCAN
1591	1590	1591	Aligned feature list peak gap-filled:1591	1591	n1591	1591	3	0.97079738	12	140.082190	1605	1	[30.0]	Aligned feature list peak gap-filled:1605	1605	6.69E6	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	25	140.08219	661.09	1605	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:7865"]	SINGLE_SCAN
1591	1590	1591	Aligned feature list peak gap-filled:1591	1591	n1591	1591	4	0.96930236	16	140.082230	1619	1	[30.0]	Aligned feature list peak gap-filled:1619	1619	6.509E6	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	29	140.08223	666.96	1619	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7698"]	SINGLE_SCAN
1591	1590	1591	Aligned feature list peak gap-filled:1591	1591	n1591	1591	5	0.96749927	16	140.082210	1664	1	[30.0]	Aligned feature list peak gap-filled:1664	1664	6.805E6	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	25	140.08221	683.05	1664	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:8178"]	SINGLE_SCAN
1591	1590	1591	Aligned feature list peak gap-filled:1591	1591	n1591	1591	6	0.94331460	9	140.082080	1730	1	[30.0]	Aligned feature list peak gap-filled:1730	1730	7.127E6	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	17	140.08208	713.24	1730	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:8430"]	SINGLE_SCAN
1591	1590	1591	Aligned feature list peak gap-filled:1591	1591	n1591	1591	7	0.93802062	13	140.082130	1547	1	[30.0]	Aligned feature list peak gap-filled:1547	1547	6.181E6	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	25	140.08213	653.08	1547	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:7685"]	SINGLE_SCAN
1592	1591	1592	Aligned feature list peak gap-filled:1592	1592	n1592	1592	1	1.00000000	81	163.098160	1592	1	[30.0]	Aligned feature list peak gap-filled:1592	1592	1.053E7	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	81	163.09816	656.27	1592	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:7787"]	SINGLE_SCAN
1592	1591	1592	Aligned feature list peak gap-filled:1592	1592	n1592	1592	2	0.99687433	62	163.098230	1618	1	[30.0]	Aligned feature list peak gap-filled:1618	1618	1.206E7	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	98	163.09823	669.18	1618	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7719"]	SINGLE_SCAN
1592	1591	1592	Aligned feature list peak gap-filled:1592	1592	n1592	1592	3	0.99629045	52	163.098120	1735	1	[30.0]	Aligned feature list peak gap-filled:1735	1735	1.871E7	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	69	163.09812	713.79	1735	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:8048"]	SINGLE_SCAN
1592	1591	1592	Aligned feature list peak gap-filled:1592	1592	n1592	1592	4	0.99623736	50	163.098200	1695	1	[30.0]	Aligned feature list peak gap-filled:1695	1695	1.562E7	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	80	163.0982	703.48	1695	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:8330"]	SINGLE_SCAN
1592	1591	1592	Aligned feature list peak gap-filled:1592	1592	n1592	1592	5	0.99620738	62	163.098280	1533	1	[30.0]	Aligned feature list peak gap-filled:1533	1533	6.925E6	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	87	163.09828	647.67	1533	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:7662"]	SINGLE_SCAN
1592	1591	1592	Aligned feature list peak gap-filled:1592	1592	n1592	1592	6	0.99537290	52	163.098210	1660	1	[30.0]	Aligned feature list peak gap-filled:1660	1660	1.378E7	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	73	163.09821	683.05	1660	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7868"]	SINGLE_SCAN
1592	1591	1592	Aligned feature list peak gap-filled:1592	1592	n1592	1592	7	0.99450899	60	163.098150	1555	1	[30.0]	Aligned feature list peak gap-filled:1555	1555	1.053E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	86	163.09815	654.40	1555	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:7734"]	SINGLE_SCAN
1592	1591	1592	Aligned feature list peak gap-filled:1592	1592	n1592	1592	8	0.99309378	66	163.098270	1505		[30.0]	Aligned feature list peak gap-filled:1505	1505	6.053E6	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	103	163.09827	642.85	1505	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:7709"]	SINGLE_SCAN
1592	1591	1592	Aligned feature list peak gap-filled:1592	1592	n1592	1592	9	0.99159982	54	163.098210	1649	1	[30.0]	Aligned feature list peak gap-filled:1649	1649	1.309E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	75	163.09821	680.08	1649	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:8318"]	SINGLE_SCAN
1593	1592	1593	Aligned feature list peak gap-filled:1593	1593	n1593	1593	1	1.00000000	90	571.429420	1593	2	[30.0]	Aligned feature list peak gap-filled:1593	1593	6.051E6	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	90	571.42942	656.34	1593	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:7805"]	SINGLE_SCAN
1594	1593	1594	Aligned feature list peak gap-filled:1594	1594	n1594	1594	1	1.00000000	35	136.087160	1594	1	[30.0]	Aligned feature list peak gap-filled:1594	1594	6.427E6	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	35	136.08716	656.73	1594	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:7788"]	SINGLE_SCAN
1594	1593	1594	Aligned feature list peak gap-filled:1594	1594	n1594	1594	2	0.99290512	20	136.087180	1737	1	[30.0]	Aligned feature list peak gap-filled:1737	1737	1.185E7	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	35	136.08718	714.67	1737	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:8285"]	SINGLE_SCAN
1594	1593	1594	Aligned feature list peak gap-filled:1594	1594	n1594	1594	3	0.99193949	20	136.087240	1705	1	[30.0]	Aligned feature list peak gap-filled:1705	1705	9.566E6	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	32	136.08724	705.03	1705	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:8193"]	SINGLE_SCAN
1594	1593	1594	Aligned feature list peak gap-filled:1594	1594	n1594	1594	4	0.99161960	20	136.087280	1624	1	[30.0]	Aligned feature list peak gap-filled:1624	1624	7.221E6	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	40	136.08728	670.33	1624	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7673"]	SINGLE_SCAN
1594	1593	1594	Aligned feature list peak gap-filled:1594	1594	n1594	1594	5	0.99065415	22	136.087310	1643	1	[30.0]	Aligned feature list peak gap-filled:1643	1643	7.906E6	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	48	136.08731	679.34	1643	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7756"]	SINGLE_SCAN
1594	1593	1594	Aligned feature list peak gap-filled:1594	1594	n1594	1594	6	0.98831396	20	136.087100	1720	1	[30.0]	Aligned feature list peak gap-filled:1720	1720	1.185E7	20260209_CVOL_mapp_02_24_bl.mzML	HCD	POSITIVE	2.0	1	2	36	136.0871	713.48	1720	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_bl:8265"]	SINGLE_SCAN
1595	1594	1595	Aligned feature list peak gap-filled:1595	1595	n1595	1595	1	1.00000000	39	126.103020	1595		[30.0]	Aligned feature list peak gap-filled:1595	1595	7.891E6	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	39	126.10302	658.23	1595	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:7816"]	SINGLE_SCAN
1595	1594	1595	Aligned feature list peak gap-filled:1595	1595	n1595	1595	2	0.99603766	30	126.103040	1607		[30.0]	Aligned feature list peak gap-filled:1607	1607	1.038E7	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	53	126.10304	664.92	1607	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7607"]	SINGLE_SCAN
1595	1594	1595	Aligned feature list peak gap-filled:1595	1595	n1595	1595	3	0.99588723	30	126.103040	1635		[30.0]	Aligned feature list peak gap-filled:1635	1635	9.406E6	20260209_CVOL_mapp_02_24_bl.mzML	HCD	POSITIVE	2.0	1	2	43	126.10304	678.86	1635	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_bl:7840"]	SINGLE_SCAN
1595	1594	1595	Aligned feature list peak gap-filled:1595	1595	n1595	1595	4	0.99455235	30	126.102930	1740	1	[30.0]	Aligned feature list peak gap-filled:1740	1740	1.085E7	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	47	126.10293	713.03	1740	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7989"]	SINGLE_SCAN
1595	1594	1595	Aligned feature list peak gap-filled:1595	1595	n1595	1595	5	0.99386797	31	126.103020	1632	1	[30.0]	Aligned feature list peak gap-filled:1632	1632	9.254E6	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	46	126.10302	673.72	1632	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7702"]	SINGLE_SCAN
1595	1594	1595	Aligned feature list peak gap-filled:1595	1595	n1595	1595	6	0.99268675	32	126.103020	1681	1	[30.0]	Aligned feature list peak gap-filled:1681	1681	9.339E6	20260209_CVOL_mapp_02_24_bl.mzML	HCD	POSITIVE	2.0	1	2	44	126.10302	691.25	1681	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_bl:8002"]	SINGLE_SCAN
1595	1594	1595	Aligned feature list peak gap-filled:1595	1595	n1595	1595	7	0.99190312	28	126.103060	1703		[30.0]	Aligned feature list peak gap-filled:1703	1703	9.219E6	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	49	126.10306	704.57	1703	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:8495"]	SINGLE_SCAN
1595	1594	1595	Aligned feature list peak gap-filled:1595	1595	n1595	1595	8	0.99027110	27	126.103020	1536	1	[30.0]	Aligned feature list peak gap-filled:1536	1536	7.097E6	20260209_CVOL_mapp_02_24_bl.mzML	HCD	POSITIVE	2.0	1	2	34	126.10302	647.70	1536	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_bl:7416"]	SINGLE_SCAN
1595	1594	1595	Aligned feature list peak gap-filled:1595	1595	n1595	1595	9	0.98512994	26	126.104100	1490	1	[30.0]	Aligned feature list peak gap-filled:1490	1490	4.13E6	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	37	126.1041	632.76	1490	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:7443"]	SINGLE_SCAN
1595	1594	1595	Aligned feature list peak gap-filled:1595	1595	n1595	1595	10	0.98127340	29	126.103060	1497		[30.0]	Aligned feature list peak gap-filled:1497	1497	4.753E6	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	41	126.10306	638.62	1497	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:7689"]	SINGLE_SCAN
1596	1595	1596	Aligned feature list peak gap-filled:1596	1596	n1596	1596	1	1.00000000	108	153.113860	1596	1	[30.0]	Aligned feature list peak gap-filled:1596	1596	8.33E6	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	108	153.11386	659.49	1596	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:7822"]	SINGLE_SCAN
1596	1595	1596	Aligned feature list peak gap-filled:1596	1596	n1596	1596	2	0.99837960	92	153.113880	1627	1	[30.0]	Aligned feature list peak gap-filled:1627	1627	9.24E6	20260209_CVOL_mapp_02_24_bl.mzML	HCD	POSITIVE	2.0	1	2	143	153.11388	670.95	1627	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_bl:7691"]	SINGLE_SCAN
1596	1595	1596	Aligned feature list peak gap-filled:1596	1596	n1596	1596	3	0.99821245	90	153.113900	1608	1	[30.0]	Aligned feature list peak gap-filled:1608	1608	1.012E7	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	134	153.1139	664.92	1608	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7649"]	SINGLE_SCAN
1596	1595	1596	Aligned feature list peak gap-filled:1596	1596	n1596	1596	4	0.99743216	85	153.113890	1543	1	[30.0]	Aligned feature list peak gap-filled:1543	1543	7.222E6	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	116	153.11389	647.80	1543	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:7602"]	SINGLE_SCAN
1596	1595	1596	Aligned feature list peak gap-filled:1596	1596	n1596	1596	5	0.99661549	84	153.113940	1527	1	[30.0]	Aligned feature list peak gap-filled:1527	1527	6.833E6	20260209_CVOL_mapp_02_24_bl.mzML	HCD	POSITIVE	2.0	1	2	124	153.11394	643.44	1527	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_bl:7358"]	SINGLE_SCAN
1596	1595	1596	Aligned feature list peak gap-filled:1596	1596	n1596	1596	6	0.99629573	82	153.113910	1639	1	[30.0]	Aligned feature list peak gap-filled:1639	1639	9.065E6	20260209_CVOL_mapp_02_24_bl.mzML	HCD	POSITIVE	2.0	1	2	112	153.11391	678.86	1639	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_bl:7829"]	SINGLE_SCAN
1596	1595	1596	Aligned feature list peak gap-filled:1596	1596	n1596	1596	7	0.99519159	83	153.113870	1683	1	[30.0]	Aligned feature list peak gap-filled:1683	1683	9.485E6	20260209_CVOL_mapp_02_24_bl.mzML	HCD	POSITIVE	2.0	1	2	109	153.11387	691.92	1683	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_bl:7989"]	SINGLE_SCAN
1596	1595	1596	Aligned feature list peak gap-filled:1596	1596	n1596	1596	8	0.99235295	77	153.115340	1492	1	[30.0]	Aligned feature list peak gap-filled:1492	1492	4.313E6	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	104	153.11534	631.61	1492	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:7444"]	SINGLE_SCAN
1596	1595	1596	Aligned feature list peak gap-filled:1596	1596	n1596	1596	9	0.99200808	87	153.113770	1748	1	[30.0]	Aligned feature list peak gap-filled:1748	1748	1.065E7	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	121	153.11377	714.46	1748	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:8136"]	SINGLE_SCAN
1596	1595	1596	Aligned feature list peak gap-filled:1596	1596	n1596	1596	10	0.98357154	90	153.113920	1704	1	[30.0]	Aligned feature list peak gap-filled:1704	1704	9.6E6	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	148	153.11392	704.57	1704	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:8520"]	SINGLE_SCAN
1597	1596	1597	Aligned feature list peak gap-filled:1597	1597	n1597	1597	1	1.00000000	36	138.102960	1597		[30.0]	Aligned feature list peak gap-filled:1597	1597	5.77E6	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	36	138.10296	659.66	1597	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:7811"]	SINGLE_SCAN
1597	1596	1597	Aligned feature list peak gap-filled:1597	1597	n1597	1597	2	0.99189435	22	138.102980	1613	1	[30.0]	Aligned feature list peak gap-filled:1613	1613	6.63E6	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	43	138.10298	669.00	1613	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7726"]	SINGLE_SCAN
1597	1596	1597	Aligned feature list peak gap-filled:1597	1597	n1597	1597	3	0.99188800	17	138.102880	1542		[30.0]	Aligned feature list peak gap-filled:1542	1542	5.378E6	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	27	138.10288	648.96	1542	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:7715"]	SINGLE_SCAN
1597	1596	1597	Aligned feature list peak gap-filled:1597	1597	n1597	1597	4	0.99158528	20	138.102940	1682		[30.0]	Aligned feature list peak gap-filled:1682	1682	7.901E6	20260209_CVOL_mapp_02_24_bl.mzML	HCD	POSITIVE	2.0	1	2	34	138.10294	692.12	1682	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_bl:8201"]	SINGLE_SCAN
1597	1596	1597	Aligned feature list peak gap-filled:1597	1597	n1597	1597	5	0.98979141	20	138.102970	1637	1	[30.0]	Aligned feature list peak gap-filled:1637	1637	7.204E6	20260209_CVOL_bk_mapp_01.mzML	HCD	POSITIVE	2.0	1	2	33	138.10297	678.86	1637	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_bk_mapp_01:7835"]	SINGLE_SCAN
